Customer ID,total_spend,purchase_frequency,avg_order_value,discounted_spend,promo_code_orders,discount_rate,promo_order_ratio,frequency_loyalty_score,frequency_loyalty_segment,revenue_loyalty_score,revenue_loyalty_segment,Review Rating,promo_dependency_segment,is_ideal_customer
3276,88,1,88.0,0,0,0.0,0.0,1,Single Frequency,88,Very High Revenue,2.6,No Promo Dependency,True
3277,99,1,99.0,0,0,0.0,0.0,1,Single Frequency,99,Very High Revenue,4.0,No Promo Dependency,True
3278,86,1,86.0,0,0,0.0,0.0,1,Single Frequency,86,Very High Revenue,4.9,No Promo Dependency,True
3279,70,1,70.0,0,0,0.0,0.0,1,Single Frequency,70,High Revenue,3.3,No Promo Dependency,False
3280,50,1,50.0,0,0,0.0,0.0,1,Single Frequency,50,Medium Revenue,3.0,No Promo Dependency,False
3281,57,1,57.0,0,0,0.0,0.0,1,Single Frequency,57,Medium Revenue,2.7,No Promo Dependency,False
3282,69,1,69.0,0,0,0.0,0.0,1,Single Frequency,69,High Revenue,3.1,No Promo Dependency,False
3283,94,1,94.0,0,0,0.0,0.0,1,Single Frequency,94,Very High Revenue,4.8,No Promo Dependency,True
3284,24,1,24.0,0,0,0.0,0.0,1,Single Frequency,24,Low Revenue,2.9,No Promo Dependency,False
3285,79,1,79.0,0,0,0.0,0.0,1,Single Frequency,79,High Revenue,4.5,No Promo Dependency,False
3286,31,1,31.0,0,0,0.0,0.0,1,Single Frequency,31,Low Revenue,4.6,No Promo Dependency,False
3287,67,1,67.0,0,0,0.0,0.0,1,Single Frequency,67,High Revenue,5.0,No Promo Dependency,False
3288,63,1,63.0,0,0,0.0,0.0,1,Single Frequency,63,High Revenue,4.3,No Promo Dependency,False
3289,61,1,61.0,0,0,0.0,0.0,1,Single Frequency,61,High Revenue,4.9,No Promo Dependency,False
3290,50,1,50.0,0,0,0.0,0.0,1,Single Frequency,50,Medium Revenue,4.0,No Promo Dependency,False
3291,82,1,82.0,0,0,0.0,0.0,1,Single Frequency,82,Very High Revenue,3.1,No Promo Dependency,True
3292,51,1,51.0,0,0,0.0,0.0,1,Single Frequency,51,Medium Revenue,2.6,No Promo Dependency,False
3293,23,1,23.0,0,0,0.0,0.0,1,Single Frequency,23,Low Revenue,4.9,No Promo Dependency,False
3294,91,1,91.0,0,0,0.0,0.0,1,Single Frequency,91,Very High Revenue,3.5,No Promo Dependency,True
3295,60,1,60.0,0,0,0.0,0.0,1,Single Frequency,60,Medium Revenue,4.5,No Promo Dependency,False
3296,34,1,34.0,0,0,0.0,0.0,1,Single Frequency,34,Low Revenue,2.8,No Promo Dependency,False
3297,23,1,23.0,0,0,0.0,0.0,1,Single Frequency,23,Low Revenue,4.2,No Promo Dependency,False
3298,82,1,82.0,0,0,0.0,0.0,1,Single Frequency,82,Very High Revenue,4.1,No Promo Dependency,True
3299,73,1,73.0,0,0,0.0,0.0,1,Single Frequency,73,High Revenue,3.5,No Promo Dependency,False
3300,32,1,32.0,0,0,0.0,0.0,1,Single Frequency,32,Low Revenue,4.0,No Promo Dependency,False
3301,80,1,80.0,0,0,0.0,0.0,1,Single Frequency,80,High Revenue,4.0,No Promo Dependency,False
3302,58,1,58.0,0,0,0.0,0.0,1,Single Frequency,58,Medium Revenue,2.5,No Promo Dependency,False
3303,82,1,82.0,0,0,0.0,0.0,1,Single Frequency,82,Very High Revenue,4.2,No Promo Dependency,True
3304,60,1,60.0,0,0,0.0,0.0,1,Single Frequency,60,Medium Revenue,3.4,No Promo Dependency,False
3305,79,1,79.0,0,0,0.0,0.0,1,Single Frequency,79,High Revenue,4.8,No Promo Dependency,False
3306,41,1,41.0,0,0,0.0,0.0,1,Single Frequency,41,Medium Revenue,4.9,No Promo Dependency,False
3307,39,1,39.0,0,0,0.0,0.0,1,Single Frequency,39,Low Revenue,3.6,No Promo Dependency,False
3308,36,1,36.0,0,0,0.0,0.0,1,Single Frequency,36,Low Revenue,4.0,No Promo Dependency,False
3309,70,1,70.0,0,0,0.0,0.0,1,Single Frequency,70,High Revenue,2.6,No Promo Dependency,False
3310,47,1,47.0,0,0,0.0,0.0,1,Single Frequency,47,Medium Revenue,3.1,No Promo Dependency,False
3311,27,1,27.0,0,0,0.0,0.0,1,Single Frequency,27,Low Revenue,3.6,No Promo Dependency,False
3312,52,1,52.0,0,0,0.0,0.0,1,Single Frequency,52,Medium Revenue,4.0,No Promo Dependency,False
3313,75,1,75.0,0,0,0.0,0.0,1,Single Frequency,75,High Revenue,3.9,No Promo Dependency,False
3314,30,1,30.0,0,0,0.0,0.0,1,Single Frequency,30,Low Revenue,3.9,No Promo Dependency,False
3315,94,1,94.0,0,0,0.0,0.0,1,Single Frequency,94,Very High Revenue,3.3,No Promo Dependency,True
3316,68,1,68.0,0,0,0.0,0.0,1,Single Frequency,68,High Revenue,2.9,No Promo Dependency,False
3317,45,1,45.0,0,0,0.0,0.0,1,Single Frequency,45,Medium Revenue,3.1,No Promo Dependency,False
3318,67,1,67.0,0,0,0.0,0.0,1,Single Frequency,67,High Revenue,4.7,No Promo Dependency,False
3319,46,1,46.0,0,0,0.0,0.0,1,Single Frequency,46,Medium Revenue,3.9,No Promo Dependency,False
3320,31,1,31.0,0,0,0.0,0.0,1,Single Frequency,31,Low Revenue,4.3,No Promo Dependency,False
3321,44,1,44.0,0,0,0.0,0.0,1,Single Frequency,44,Medium Revenue,4.2,No Promo Dependency,False
3322,100,1,100.0,0,0,0.0,0.0,1,Single Frequency,100,Very High Revenue,4.3,No Promo Dependency,True
3323,92,1,92.0,0,0,0.0,0.0,1,Single Frequency,92,Very High Revenue,4.6,No Promo Dependency,True
3324,78,1,78.0,0,0,0.0,0.0,1,Single Frequency,78,High Revenue,3.8,No Promo Dependency,False
3325,32,1,32.0,0,0,0.0,0.0,1,Single Frequency,32,Low Revenue,3.3,No Promo Dependency,False
3326,97,1,97.0,0,0,0.0,0.0,1,Single Frequency,97,Very High Revenue,3.7,No Promo Dependency,True
3327,95,1,95.0,0,0,0.0,0.0,1,Single Frequency,95,Very High Revenue,4.3,No Promo Dependency,True
3328,64,1,64.0,0,0,0.0,0.0,1,Single Frequency,64,High Revenue,4.1,No Promo Dependency,False
3329,35,1,35.0,0,0,0.0,0.0,1,Single Frequency,35,Low Revenue,3.2,No Promo Dependency,False
3330,54,1,54.0,0,0,0.0,0.0,1,Single Frequency,54,Medium Revenue,3.8,No Promo Dependency,False
3331,96,1,96.0,0,0,0.0,0.0,1,Single Frequency,96,Very High Revenue,3.2,No Promo Dependency,True
3332,58,1,58.0,0,0,0.0,0.0,1,Single Frequency,58,Medium Revenue,3.5,No Promo Dependency,False
3333,23,1,23.0,0,0,0.0,0.0,1,Single Frequency,23,Low Revenue,3.1,No Promo Dependency,False
3334,35,1,35.0,0,0,0.0,0.0,1,Single Frequency,35,Low Revenue,4.2,No Promo Dependency,False
3335,23,1,23.0,0,0,0.0,0.0,1,Single Frequency,23,Low Revenue,3.4,No Promo Dependency,False
3336,94,1,94.0,0,0,0.0,0.0,1,Single Frequency,94,Very High Revenue,3.5,No Promo Dependency,True
3337,45,1,45.0,0,0,0.0,0.0,1,Single Frequency,45,Medium Revenue,4.0,No Promo Dependency,False
3338,23,1,23.0,0,0,0.0,0.0,1,Single Frequency,23,Low Revenue,4.4,No Promo Dependency,False
3339,94,1,94.0,0,0,0.0,0.0,1,Single Frequency,94,Very High Revenue,2.9,No Promo Dependency,True
3340,99,1,99.0,0,0,0.0,0.0,1,Single Frequency,99,Very High Revenue,3.6,No Promo Dependency,True
3341,36,1,36.0,0,0,0.0,0.0,1,Single Frequency,36,Low Revenue,4.4,No Promo Dependency,False
3342,50,1,50.0,0,0,0.0,0.0,1,Single Frequency,50,Medium Revenue,4.5,No Promo Dependency,False
3343,81,1,81.0,0,0,0.0,0.0,1,Single Frequency,81,High Revenue,3.8,No Promo Dependency,False
3344,31,1,31.0,0,0,0.0,0.0,1,Single Frequency,31,Low Revenue,3.6,No Promo Dependency,False
3345,48,1,48.0,0,0,0.0,0.0,1,Single Frequency,48,Medium Revenue,4.3,No Promo Dependency,False
3346,91,1,91.0,0,0,0.0,0.0,1,Single Frequency,91,Very High Revenue,4.0,No Promo Dependency,True
3347,99,1,99.0,0,0,0.0,0.0,1,Single Frequency,99,Very High Revenue,3.4,No Promo Dependency,True
3348,70,1,70.0,0,0,0.0,0.0,1,Single Frequency,70,High Revenue,4.4,No Promo Dependency,False
3349,74,1,74.0,0,0,0.0,0.0,1,Single Frequency,74,High Revenue,2.8,No Promo Dependency,False
3350,79,1,79.0,0,0,0.0,0.0,1,Single Frequency,79,High Revenue,2.8,No Promo Dependency,False
3351,33,1,33.0,0,0,0.0,0.0,1,Single Frequency,33,Low Revenue,4.9,No Promo Dependency,False
3352,49,1,49.0,0,0,0.0,0.0,1,Single Frequency,49,Medium Revenue,4.2,No Promo Dependency,False
3353,96,1,96.0,0,0,0.0,0.0,1,Single Frequency,96,Very High Revenue,2.9,No Promo Dependency,True
3354,66,1,66.0,0,0,0.0,0.0,1,Single Frequency,66,High Revenue,4.6,No Promo Dependency,False
3355,45,1,45.0,0,0,0.0,0.0,1,Single Frequency,45,Medium Revenue,2.8,No Promo Dependency,False
3356,28,1,28.0,0,0,0.0,0.0,1,Single Frequency,28,Low Revenue,2.6,No Promo Dependency,False
3357,48,1,48.0,0,0,0.0,0.0,1,Single Frequency,48,Medium Revenue,3.5,No Promo Dependency,False
3358,67,1,67.0,0,0,0.0,0.0,1,Single Frequency,67,High Revenue,3.5,No Promo Dependency,False
3359,59,1,59.0,0,0,0.0,0.0,1,Single Frequency,59,Medium Revenue,3.4,No Promo Dependency,False
3360,74,1,74.0,0,0,0.0,0.0,1,Single Frequency,74,High Revenue,3.9,No Promo Dependency,False
3361,81,1,81.0,0,0,0.0,0.0,1,Single Frequency,81,High Revenue,3.3,No Promo Dependency,False
3362,26,1,26.0,0,0,0.0,0.0,1,Single Frequency,26,Low Revenue,4.1,No Promo Dependency,False
3363,61,1,61.0,0,0,0.0,0.0,1,Single Frequency,61,High Revenue,3.0,No Promo Dependency,False
3364,23,1,23.0,0,0,0.0,0.0,1,Single Frequency,23,Low Revenue,3.0,No Promo Dependency,False
3365,33,1,33.0,0,0,0.0,0.0,1,Single Frequency,33,Low Revenue,3.2,No Promo Dependency,False
3366,58,1,58.0,0,0,0.0,0.0,1,Single Frequency,58,Medium Revenue,3.9,No Promo Dependency,False
3367,65,1,65.0,0,0,0.0,0.0,1,Single Frequency,65,High Revenue,3.6,No Promo Dependency,False
3368,48,1,48.0,0,0,0.0,0.0,1,Single Frequency,48,Medium Revenue,3.1,No Promo Dependency,False
3369,25,1,25.0,0,0,0.0,0.0,1,Single Frequency,25,Low Revenue,4.8,No Promo Dependency,False
3370,51,1,51.0,0,0,0.0,0.0,1,Single Frequency,51,Medium Revenue,3.8,No Promo Dependency,False
3371,31,1,31.0,0,0,0.0,0.0,1,Single Frequency,31,Low Revenue,2.8,No Promo Dependency,False
3372,99,1,99.0,0,0,0.0,0.0,1,Single Frequency,99,Very High Revenue,4.0,No Promo Dependency,True
3373,25,1,25.0,0,0,0.0,0.0,1,Single Frequency,25,Low Revenue,4.6,No Promo Dependency,False
3374,52,1,52.0,0,0,0.0,0.0,1,Single Frequency,52,Medium Revenue,3.5,No Promo Dependency,False
3375,47,1,47.0,0,0,0.0,0.0,1,Single Frequency,47,Medium Revenue,3.7,No Promo Dependency,False
3376,98,1,98.0,0,0,0.0,0.0,1,Single Frequency,98,Very High Revenue,4.9,No Promo Dependency,True
3377,46,1,46.0,0,0,0.0,0.0,1,Single Frequency,46,Medium Revenue,4.1,No Promo Dependency,False
3378,32,1,32.0,0,0,0.0,0.0,1,Single Frequency,32,Low Revenue,4.6,No Promo Dependency,False
3379,75,1,75.0,0,0,0.0,0.0,1,Single Frequency,75,High Revenue,4.5,No Promo Dependency,False
3380,51,1,51.0,0,0,0.0,0.0,1,Single Frequency,51,Medium Revenue,5.0,No Promo Dependency,False
3381,52,1,52.0,0,0,0.0,0.0,1,Single Frequency,52,Medium Revenue,3.8,No Promo Dependency,False
3382,66,1,66.0,0,0,0.0,0.0,1,Single Frequency,66,High Revenue,4.7,No Promo Dependency,False
3383,35,1,35.0,0,0,0.0,0.0,1,Single Frequency,35,Low Revenue,2.8,No Promo Dependency,False
3384,43,1,43.0,0,0,0.0,0.0,1,Single Frequency,43,Medium Revenue,2.6,No Promo Dependency,False
3385,24,1,24.0,0,0,0.0,0.0,1,Single Frequency,24,Low Revenue,3.8,No Promo Dependency,False
3386,83,1,83.0,0,0,0.0,0.0,1,Single Frequency,83,Very High Revenue,2.8,No Promo Dependency,True
3387,62,1,62.0,0,0,0.0,0.0,1,Single Frequency,62,High Revenue,2.6,No Promo Dependency,False
3388,78,1,78.0,0,0,0.0,0.0,1,Single Frequency,78,High Revenue,3.4,No Promo Dependency,False
3389,61,1,61.0,0,0,0.0,0.0,1,Single Frequency,61,High Revenue,4.5,No Promo Dependency,False
3390,57,1,57.0,0,0,0.0,0.0,1,Single Frequency,57,Medium Revenue,3.8,No Promo Dependency,False
3391,70,1,70.0,0,0,0.0,0.0,1,Single Frequency,70,High Revenue,3.0,No Promo Dependency,False
3392,57,1,57.0,0,0,0.0,0.0,1,Single Frequency,57,Medium Revenue,3.7,No Promo Dependency,False
3393,74,1,74.0,0,0,0.0,0.0,1,Single Frequency,74,High Revenue,4.4,No Promo Dependency,False
3394,90,1,90.0,0,0,0.0,0.0,1,Single Frequency,90,Very High Revenue,3.1,No Promo Dependency,True
3395,98,1,98.0,0,0,0.0,0.0,1,Single Frequency,98,Very High Revenue,4.2,No Promo Dependency,True
3396,43,1,43.0,0,0,0.0,0.0,1,Single Frequency,43,Medium Revenue,3.1,No Promo Dependency,False
3397,37,1,37.0,0,0,0.0,0.0,1,Single Frequency,37,Low Revenue,5.0,No Promo Dependency,False
3398,38,1,38.0,0,0,0.0,0.0,1,Single Frequency,38,Low Revenue,2.7,No Promo Dependency,False
3399,60,1,60.0,0,0,0.0,0.0,1,Single Frequency,60,Medium Revenue,3.8,No Promo Dependency,False
3400,55,1,55.0,0,0,0.0,0.0,1,Single Frequency,55,Medium Revenue,3.3,No Promo Dependency,False
3401,51,1,51.0,0,0,0.0,0.0,1,Single Frequency,51,Medium Revenue,4.8,No Promo Dependency,False
3402,71,1,71.0,0,0,0.0,0.0,1,Single Frequency,71,High Revenue,3.4,No Promo Dependency,False
3403,61,1,61.0,0,0,0.0,0.0,1,Single Frequency,61,High Revenue,4.4,No Promo Dependency,False
3404,65,1,65.0,0,0,0.0,0.0,1,Single Frequency,65,High Revenue,3.9,No Promo Dependency,False
3405,34,1,34.0,0,0,0.0,0.0,1,Single Frequency,34,Low Revenue,3.9,No Promo Dependency,False
3406,87,1,87.0,0,0,0.0,0.0,1,Single Frequency,87,Very High Revenue,4.2,No Promo Dependency,True
3407,79,1,79.0,0,0,0.0,0.0,1,Single Frequency,79,High Revenue,4.0,No Promo Dependency,False
3408,46,1,46.0,0,0,0.0,0.0,1,Single Frequency,46,Medium Revenue,2.6,No Promo Dependency,False
3409,72,1,72.0,0,0,0.0,0.0,1,Single Frequency,72,High Revenue,4.4,No Promo Dependency,False
3410,93,1,93.0,0,0,0.0,0.0,1,Single Frequency,93,Very High Revenue,3.2,No Promo Dependency,True
3411,76,1,76.0,0,0,0.0,0.0,1,Single Frequency,76,High Revenue,4.3,No Promo Dependency,False
3412,56,1,56.0,0,0,0.0,0.0,1,Single Frequency,56,Medium Revenue,4.9,No Promo Dependency,False
3413,83,1,83.0,0,0,0.0,0.0,1,Single Frequency,83,Very High Revenue,3.8,No Promo Dependency,True
3414,90,1,90.0,0,0,0.0,0.0,1,Single Frequency,90,Very High Revenue,2.5,No Promo Dependency,True
3415,94,1,94.0,0,0,0.0,0.0,1,Single Frequency,94,Very High Revenue,4.9,No Promo Dependency,True
3416,68,1,68.0,0,0,0.0,0.0,1,Single Frequency,68,High Revenue,3.0,No Promo Dependency,False
3417,53,1,53.0,0,0,0.0,0.0,1,Single Frequency,53,Medium Revenue,3.2,No Promo Dependency,False
3418,35,1,35.0,0,0,0.0,0.0,1,Single Frequency,35,Low Revenue,2.9,No Promo Dependency,False
3419,30,1,30.0,0,0,0.0,0.0,1,Single Frequency,30,Low Revenue,2.8,No Promo Dependency,False
3420,26,1,26.0,0,0,0.0,0.0,1,Single Frequency,26,Low Revenue,3.1,No Promo Dependency,False
3421,60,1,60.0,0,0,0.0,0.0,1,Single Frequency,60,Medium Revenue,3.4,No Promo Dependency,False
3422,30,1,30.0,0,0,0.0,0.0,1,Single Frequency,30,Low Revenue,2.9,No Promo Dependency,False
3423,91,1,91.0,0,0,0.0,0.0,1,Single Frequency,91,Very High Revenue,3.2,No Promo Dependency,True
3424,71,1,71.0,0,0,0.0,0.0,1,Single Frequency,71,High Revenue,3.8,No Promo Dependency,False
3425,64,1,64.0,0,0,0.0,0.0,1,Single Frequency,64,High Revenue,3.6,No Promo Dependency,False
3426,54,1,54.0,0,0,0.0,0.0,1,Single Frequency,54,Medium Revenue,4.3,No Promo Dependency,False
3427,35,1,35.0,0,0,0.0,0.0,1,Single Frequency,35,Low Revenue,4.8,No Promo Dependency,False
3428,38,1,38.0,0,0,0.0,0.0,1,Single Frequency,38,Low Revenue,2.5,No Promo Dependency,False
3429,69,1,69.0,0,0,0.0,0.0,1,Single Frequency,69,High Revenue,2.5,No Promo Dependency,False
3430,96,1,96.0,0,0,0.0,0.0,1,Single Frequency,96,Very High Revenue,4.6,No Promo Dependency,True
3431,73,1,73.0,0,0,0.0,0.0,1,Single Frequency,73,High Revenue,4.2,No Promo Dependency,False
3432,49,1,49.0,0,0,0.0,0.0,1,Single Frequency,49,Medium Revenue,4.2,No Promo Dependency,False
3433,44,1,44.0,0,0,0.0,0.0,1,Single Frequency,44,Medium Revenue,4.8,No Promo Dependency,False
3434,93,1,93.0,0,0,0.0,0.0,1,Single Frequency,93,Very High Revenue,4.5,No Promo Dependency,True
3435,72,1,72.0,0,0,0.0,0.0,1,Single Frequency,72,High Revenue,3.3,No Promo Dependency,False
3436,91,1,91.0,0,0,0.0,0.0,1,Single Frequency,91,Very High Revenue,2.7,No Promo Dependency,True
3437,83,1,83.0,0,0,0.0,0.0,1,Single Frequency,83,Very High Revenue,2.8,No Promo Dependency,True
3438,62,1,62.0,0,0,0.0,0.0,1,Single Frequency,62,High Revenue,3.5,No Promo Dependency,False
3439,71,1,71.0,0,0,0.0,0.0,1,Single Frequency,71,High Revenue,3.0,No Promo Dependency,False
3440,93,1,93.0,0,0,0.0,0.0,1,Single Frequency,93,Very High Revenue,4.5,No Promo Dependency,True
3441,63,1,63.0,0,0,0.0,0.0,1,Single Frequency,63,High Revenue,4.3,No Promo Dependency,False
3442,96,1,96.0,0,0,0.0,0.0,1,Single Frequency,96,Very High Revenue,4.1,No Promo Dependency,True
3443,78,1,78.0,0,0,0.0,0.0,1,Single Frequency,78,High Revenue,4.3,No Promo Dependency,False
3444,24,1,24.0,0,0,0.0,0.0,1,Single Frequency,24,Low Revenue,5.0,No Promo Dependency,False
3445,63,1,63.0,0,0,0.0,0.0,1,Single Frequency,63,High Revenue,3.8,No Promo Dependency,False
3446,58,1,58.0,0,0,0.0,0.0,1,Single Frequency,58,Medium Revenue,4.9,No Promo Dependency,False
3447,55,1,55.0,0,0,0.0,0.0,1,Single Frequency,55,Medium Revenue,5.0,No Promo Dependency,False
3448,58,1,58.0,0,0,0.0,0.0,1,Single Frequency,58,Medium Revenue,4.3,No Promo Dependency,False
3449,28,1,28.0,0,0,0.0,0.0,1,Single Frequency,28,Low Revenue,4.1,No Promo Dependency,False
3450,37,1,37.0,0,0,0.0,0.0,1,Single Frequency,37,Low Revenue,4.5,No Promo Dependency,False
3451,78,1,78.0,0,0,0.0,0.0,1,Single Frequency,78,High Revenue,3.6,No Promo Dependency,False
3452,73,1,73.0,0,0,0.0,0.0,1,Single Frequency,73,High Revenue,3.0,No Promo Dependency,False
3453,20,1,20.0,0,0,0.0,0.0,1,Single Frequency,20,Low Revenue,3.7,No Promo Dependency,False
3454,60,1,60.0,0,0,0.0,0.0,1,Single Frequency,60,Medium Revenue,4.3,No Promo Dependency,False
3455,71,1,71.0,0,0,0.0,0.0,1,Single Frequency,71,High Revenue,4.6,No Promo Dependency,False
3456,89,1,89.0,0,0,0.0,0.0,1,Single Frequency,89,Very High Revenue,4.7,No Promo Dependency,True
3457,53,1,53.0,0,0,0.0,0.0,1,Single Frequency,53,Medium Revenue,4.6,No Promo Dependency,False
3458,87,1,87.0,0,0,0.0,0.0,1,Single Frequency,87,Very High Revenue,3.0,No Promo Dependency,True
3459,37,1,37.0,0,0,0.0,0.0,1,Single Frequency,37,Low Revenue,3.4,No Promo Dependency,False
3460,37,1,37.0,0,0,0.0,0.0,1,Single Frequency,37,Low Revenue,3.8,No Promo Dependency,False
3461,78,1,78.0,0,0,0.0,0.0,1,Single Frequency,78,High Revenue,3.1,No Promo Dependency,False
3462,23,1,23.0,0,0,0.0,0.0,1,Single Frequency,23,Low Revenue,4.4,No Promo Dependency,False
3463,73,1,73.0,0,0,0.0,0.0,1,Single Frequency,73,High Revenue,4.5,No Promo Dependency,False
3464,27,1,27.0,0,0,0.0,0.0,1,Single Frequency,27,Low Revenue,2.8,No Promo Dependency,False
3465,59,1,59.0,0,0,0.0,0.0,1,Single Frequency,59,Medium Revenue,2.7,No Promo Dependency,False
3466,53,1,53.0,0,0,0.0,0.0,1,Single Frequency,53,Medium Revenue,3.4,No Promo Dependency,False
3467,42,1,42.0,0,0,0.0,0.0,1,Single Frequency,42,Medium Revenue,4.6,No Promo Dependency,False
3468,45,1,45.0,0,0,0.0,0.0,1,Single Frequency,45,Medium Revenue,5.0,No Promo Dependency,False
3469,89,1,89.0,0,0,0.0,0.0,1,Single Frequency,89,Very High Revenue,3.5,No Promo Dependency,True
3470,85,1,85.0,0,0,0.0,0.0,1,Single Frequency,85,Very High Revenue,3.3,No Promo Dependency,True
3471,69,1,69.0,0,0,0.0,0.0,1,Single Frequency,69,High Revenue,4.5,No Promo Dependency,False
3472,66,1,66.0,0,0,0.0,0.0,1,Single Frequency,66,High Revenue,3.1,No Promo Dependency,False
3473,42,1,42.0,0,0,0.0,0.0,1,Single Frequency,42,Medium Revenue,4.0,No Promo Dependency,False
3474,40,1,40.0,0,0,0.0,0.0,1,Single Frequency,40,Medium Revenue,2.5,No Promo Dependency,False
3475,82,1,82.0,0,0,0.0,0.0,1,Single Frequency,82,Very High Revenue,4.4,No Promo Dependency,True
3476,88,1,88.0,0,0,0.0,0.0,1,Single Frequency,88,Very High Revenue,4.4,No Promo Dependency,True
3477,99,1,99.0,0,0,0.0,0.0,1,Single Frequency,99,Very High Revenue,3.2,No Promo Dependency,True
3478,85,1,85.0,0,0,0.0,0.0,1,Single Frequency,85,Very High Revenue,3.8,No Promo Dependency,True
3479,57,1,57.0,0,0,0.0,0.0,1,Single Frequency,57,Medium Revenue,4.6,No Promo Dependency,False
3480,56,1,56.0,0,0,0.0,0.0,1,Single Frequency,56,Medium Revenue,4.9,No Promo Dependency,False
3481,79,1,79.0,0,0,0.0,0.0,1,Single Frequency,79,High Revenue,3.5,No Promo Dependency,False
3482,67,1,67.0,0,0,0.0,0.0,1,Single Frequency,67,High Revenue,3.4,No Promo Dependency,False
3483,61,1,61.0,0,0,0.0,0.0,1,Single Frequency,61,High Revenue,3.9,No Promo Dependency,False
3484,37,1,37.0,0,0,0.0,0.0,1,Single Frequency,37,Low Revenue,3.9,No Promo Dependency,False
3485,75,1,75.0,0,0,0.0,0.0,1,Single Frequency,75,High Revenue,4.2,No Promo Dependency,False
3486,21,1,21.0,0,0,0.0,0.0,1,Single Frequency,21,Low Revenue,3.4,No Promo Dependency,False
3487,89,1,89.0,0,0,0.0,0.0,1,Single Frequency,89,Very High Revenue,4.9,No Promo Dependency,True
3488,24,1,24.0,0,0,0.0,0.0,1,Single Frequency,24,Low Revenue,2.9,No Promo Dependency,False
3489,27,1,27.0,0,0,0.0,0.0,1,Single Frequency,27,Low Revenue,4.9,No Promo Dependency,False
3490,26,1,26.0,0,0,0.0,0.0,1,Single Frequency,26,Low Revenue,4.6,No Promo Dependency,False
3491,82,1,82.0,0,0,0.0,0.0,1,Single Frequency,82,Very High Revenue,3.6,No Promo Dependency,True
3492,28,1,28.0,0,0,0.0,0.0,1,Single Frequency,28,Low Revenue,4.3,No Promo Dependency,False
3493,65,1,65.0,0,0,0.0,0.0,1,Single Frequency,65,High Revenue,4.6,No Promo Dependency,False
3494,82,1,82.0,0,0,0.0,0.0,1,Single Frequency,82,Very High Revenue,4.7,No Promo Dependency,True
3495,38,1,38.0,0,0,0.0,0.0,1,Single Frequency,38,Low Revenue,3.5,No Promo Dependency,False
3496,33,1,33.0,0,0,0.0,0.0,1,Single Frequency,33,Low Revenue,2.8,No Promo Dependency,False
3497,38,1,38.0,0,0,0.0,0.0,1,Single Frequency,38,Low Revenue,4.0,No Promo Dependency,False
3498,48,1,48.0,0,0,0.0,0.0,1,Single Frequency,48,Medium Revenue,4.3,No Promo Dependency,False
3499,35,1,35.0,0,0,0.0,0.0,1,Single Frequency,35,Low Revenue,3.8,No Promo Dependency,False
3500,29,1,29.0,0,0,0.0,0.0,1,Single Frequency,29,Low Revenue,3.0,No Promo Dependency,False
3501,48,1,48.0,0,0,0.0,0.0,1,Single Frequency,48,Medium Revenue,4.6,No Promo Dependency,False
3502,87,1,87.0,0,0,0.0,0.0,1,Single Frequency,87,Very High Revenue,4.8,No Promo Dependency,True
3503,62,1,62.0,0,0,0.0,0.0,1,Single Frequency,62,High Revenue,4.7,No Promo Dependency,False
3504,96,1,96.0,0,0,0.0,0.0,1,Single Frequency,96,Very High Revenue,3.9,No Promo Dependency,True
3505,41,1,41.0,0,0,0.0,0.0,1,Single Frequency,41,Medium Revenue,4.0,No Promo Dependency,False
3506,42,1,42.0,0,0,0.0,0.0,1,Single Frequency,42,Medium Revenue,3.7,No Promo Dependency,False
3507,57,1,57.0,0,0,0.0,0.0,1,Single Frequency,57,Medium Revenue,3.7,No Promo Dependency,False
3508,65,1,65.0,0,0,0.0,0.0,1,Single Frequency,65,High Revenue,4.2,No Promo Dependency,False
3509,54,1,54.0,0,0,0.0,0.0,1,Single Frequency,54,Medium Revenue,4.7,No Promo Dependency,False
3510,22,1,22.0,0,0,0.0,0.0,1,Single Frequency,22,Low Revenue,4.3,No Promo Dependency,False
3511,96,1,96.0,0,0,0.0,0.0,1,Single Frequency,96,Very High Revenue,4.9,No Promo Dependency,True
3512,81,1,81.0,0,0,0.0,0.0,1,Single Frequency,81,High Revenue,3.9,No Promo Dependency,False
3513,46,1,46.0,0,0,0.0,0.0,1,Single Frequency,46,Medium Revenue,3.4,No Promo Dependency,False
3514,74,1,74.0,0,0,0.0,0.0,1,Single Frequency,74,High Revenue,4.2,No Promo Dependency,False
3515,50,1,50.0,0,0,0.0,0.0,1,Single Frequency,50,Medium Revenue,4.7,No Promo Dependency,False
3516,80,1,80.0,0,0,0.0,0.0,1,Single Frequency,80,High Revenue,4.0,No Promo Dependency,False
3517,56,1,56.0,0,0,0.0,0.0,1,Single Frequency,56,Medium Revenue,4.0,No Promo Dependency,False
3518,69,1,69.0,0,0,0.0,0.0,1,Single Frequency,69,High Revenue,3.1,No Promo Dependency,False
3519,97,1,97.0,0,0,0.0,0.0,1,Single Frequency,97,Very High Revenue,4.2,No Promo Dependency,True
3520,66,1,66.0,0,0,0.0,0.0,1,Single Frequency,66,High Revenue,3.7,No Promo Dependency,False
3521,70,1,70.0,0,0,0.0,0.0,1,Single Frequency,70,High Revenue,3.1,No Promo Dependency,False
